blind_review_id,current_label,review_tags,content_evidence_fields,source_exists,source_size_bytes,file_entropy,file_entropy_bytes,file_entropy_truncated,mz_signature,pe_parse_status,pe_machine,pe_timestamp,pe_characteristics,pe_optional_magic,pe_subsystem,pe_dll_characteristics,pe_number_of_sections,pe_section_names,pe_section_raw_size_total,pe_section_raw_end_max,pe_has_export_directory,pe_export_directory_size,pe_has_import_directory,pe_import_directory_size,pe_has_resource_directory,pe_resource_directory_size,pe_has_security_directory,pe_security_directory_file_offset,pe_security_directory_size,overlay_size,overlay_entropy,overlay_entropy_bytes,overlay_entropy_truncated,overlay_after_security_size,overlay_after_security_entropy,overlay_after_security_entropy_bytes,overlay_after_security_entropy_truncated,cache_exists,cache_size_bytes,duplicate_manifest_sha_group,manifest_duplicate_group_size,objective_issue_count,objective_issue_flags,identity_columns_are_not_evidence,manual_label_verdict,manual_verdict_note,recommended_action
blind-00387,0,has_resource_directory|high_file_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,144661,7.979061,144661,false,true,ok,332,0,271,0x10b,2,0,2,MEW|�u����,144149,144661,false,0,true,20,true,1744,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00388,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,580984,6.576333,580984,false,true,ok,332,1269464137,259,0x10b,2,32768,4,.text|.rdata|.data|.rsrc,573952,574976,false,0,true,200,true,325672,true,574976,6008,6008,7.365517,6008,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00389,0,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,2826904,6.158685,2826904,false,true,ok,332,1445901219,258,0x10b,2,33088,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,2819072,2820096,false,0,true,5180,true,1913792,false,0,0,6808,7.444541,6808,false,6808,7.444541,6808,false,true,12264,false,,0,,true,,,
blind-00390,0,,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1832960,6.699217,1832960,false,true,ok,332,516290608,290,0x10b,3,33088,7,.text|.rdata|.buildid|.data|.gcc_exc|.tls|.reloc,1831936,1832960,true,27335,true,400,false,0,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00391,1,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,22616784,7.993126,22616784,false,true,ok,332,1408549256,258,0x10b,2,34112,6,.text|.rdata|.data|.ndata|.rsrc|.reloc,470528,468480,false,0,true,180,true,434920,true,22595816,20968,22148304,7.999991,22148304,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00392,1,,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,65536,5.992573,65536,false,true,ok,34404,1616139665,8226,0x20b,1,352,4,.text|.rdata|.data|.pdata,64512,65536,true,76,true,40,false,0,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00393,1,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,27112504,7.528405,27112504,false,true,ok,332,1531786734,8450,0x10b,2,320,6,.text|.rdata|.data|.unwante|.rsrc|.reloc,15665152,15666176,true,4275,true,340,true,2857382,true,27090944,21560,11446328,7.999788,11446328,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00394,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,666624,5.610340,666624,false,true,ok,34404,1681010766,34,0x20b,2,33120,7,.text|.rdata|.data|.pdata|_RDATA|.rsrc|.reloc,665600,666624,true,136,true,60,true,565664,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00395,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1558016,6.857102,1558016,false,true,ok,332,1727089800,8450,0x10b,2,320,6,.text|.rdata|.data|_RDATA|.rsrc|.reloc,1556992,1558016,true,55120,true,120,true,1344,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00396,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,287968,6.353739,287968,false,true,ok,332,3038870563,34,0x10b,2,34144,3,.text|.rsrc|.reloc,283136,283648,false,0,true,79,true,65232,true,283648,4320,4320,7.446254,4320,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00397,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,460800,6.447367,460800,false,true,ok,34404,1673703860,34,0x20b,2,33120,7,.text|.rdata|.data|.pdata|_RDATA|.rsrc|.reloc,459776,460800,false,0,true,80,true,18632,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00398,0,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,570480,6.731395,570480,false,true,ok,332,1516475423,258,0x10b,3,33088,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,553472,554496,false,0,true,5180,true,1344,false,0,0,15984,7.433373,15984,false,15984,7.433373,15984,false,true,12264,false,,0,,true,,,
blind-00399,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,726654,5.730912,726654,false,true,ok,332,1299085699,258,0x10b,2,34112,5,.text|.sdata|.rsrc|.reloc|yC,725630,726654,false,0,true,87,true,273104,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00400,1,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,241152,6.233073,241152,false,true,ok,34404,1732761625,8226,0x20b,2,352,7,.text|.rdata|.data|.pdata|_RDATA|.rsrc|.reloc,240128,241152,true,636,true,80,true,480,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00401,0,has_resource_directory|high_file_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,3418128,7.954560,3418128,false,true,ok,332,708992537,33166,0x10b,2,64,14,|        |BSS|        |.tls|        |        |        |.idata|.tls|.rsrc|.themida|.boot|.reloc,3416592,3418128,false,0,true,304,true,27704,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00402,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,610304,6.325389,610304,false,true,ok,332,1263802889,8462,0x10b,2,0,5,.text|.rdata|.data|.rsrc|.reloc,606208,610304,true,78,true,40,true,888,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00403,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,7831616,6.624573,7831616,false,true,ok,34404,0,547,0x20b,2,0,15,.text|.rdata|.data|/4|/19|/32|/46|/63|/80|/99|/112|/124|.idata|.symtab|.rsrc,7819776,7821312,false,0,true,948,true,7104,true,7821312,10304,10304,7.638288,10304,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00404,0,,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,167936,6.179756,167936,false,true,ok,332,1109627472,271,0x10b,3,0,3,.text|.rdata|.data,163840,167936,false,0,true,80,false,0,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00405,0,has_security_directory|overlay_present|high_file_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,968712,7.278685,968712,false,true,ok,332,1306695900,8966,0x10b,2,0,7,.text|.data|.rdata|.bss|.edata|.idata|.reloc,918016,919040,true,370,true,708,false,0,true,965008,3704,49672,4.969449,49672,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00406,0,has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,82080,6.393637,82080,false,true,ok,332,1583799182,259,0x10b,2,33024,3,.text|.rdata|.data,75264,76288,false,0,true,60,false,0,true,76288,5792,5792,7.377860,5792,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00407,0,has_resource_directory|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,344192,5.257034,344192,false,true,ok,34404,1303339776,34,0x20b,1,8192,8,.text|.rdata|.data|.pdata|.edata|INIT|.rsrc|.reloc,343296,344192,true,237,true,80,true,960,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00408,0,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,649688,7.942469,649688,false,true,ok,332,1711817719,271,0x10b,2,34112,5,.text|.rdata|.data|.ndata|.rsrc,79360,80384,false,0,true,160,true,45808,true,627480,22208,569304,7.998826,569304,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00409,0,has_resource_directory|high_file_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,599040,7.927505,599040,false,true,ok,34404,0,559,0x20b,3,0,3,UPX0|UPX1|.rsrc,598528,599040,false,0,true,208,true,1496,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00410,1,has_resource_directory|high_file_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,7633920,7.855553,7633920,false,true,ok,34404,1731360289,34,0x20b,3,33120,8,.text|.managed|hydrated|.rdata|.data|.pdata|.rsrc|.reloc,7632896,7633920,true,88,true,240,true,4336,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00411,0,has_resource_directory|high_file_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,212480,7.898374,212480,false,true,ok,332,1305719179,783,0x10b,2,32768,7,0|1|2|3|4|5|6,211456,212480,false,0,true,60,true,9224,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00412,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1867856,6.709332,1867856,false,true,ok,332,1587699901,259,0x10b,2,0,4,.text|.rdata|.data|.rsrc,1855488,1859584,false,0,true,420,true,672464,true,1859712,8144,8272,7.398819,8272,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00413,1,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,751616,7.085063,751616,false,true,ok,34404,1497389497,8226,0x20b,2,288,7,.text|.rdata|.data|.pdata|.gfids|.rsrc|.reloc,750592,751616,true,159360,true,100,true,363448,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00414,1,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,399872,7.111588,399872,false,true,ok,332,1750090299,8462,0x10b,3,34144,3,.text|.rsrc|.reloc,399360,399872,false,0,true,75,true,1012,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00415,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,2891264,6.522624,2891264,false,true,ok,332,1747802492,258,0x10b,2,33088,5,.text|.rdata|.data|.rsrc|.reloc,2890240,2891264,false,0,true,320,true,1035328,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00416,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,159744,7.190593,159744,false,true,ok,332,1155683993,783,0x10b,2,0,7,0|1|2|3|4|5|6,155648,159744,false,0,true,60,true,41800,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00417,1,has_resource_directory|has_security_directory|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,47074304,6.790840,47074304,false,true,ok,332,1754915181,8450,0x10b,2,320,9,.text|.rdata|.data|.00cfg|.fptable|.rodata|.tls|CPADinfo|.rsrc,47073280,47074304,true,943,true,740,true,1272104,true,48350720,10120,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00418,1,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,382344,3.952501,382344,false,true,ok,332,2192097842,258,0x10b,3,34112,3,.text|.rsrc|.reloc,370688,371712,false,0,true,79,true,868,true,371712,10632,10632,7.312481,10632,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00419,1,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,13805056,6.610153,13805056,false,true,ok,34404,1761167152,8226,0x20b,2,352,6,.text|.rdata|.data|.pdata|.rsrc|.reloc,13804032,13805056,true,121496,true,340,true,2096,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00420,0,has_resource_directory|high_file_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1106729,7.998306,1106729,false,true,ok,332,0,271,0x10b,2,0,2,MEW|�u����,1106217,1106729,false,0,true,20,true,2040,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00421,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,6696824,6.831981,6696824,false,true,ok,332,1709601155,33198,0x10b,2,0,11,.text|.itext|.data|.bss|.idata|.didata|.edata|.tls|.rdata|.reloc|.rsrc,6685696,6686720,true,156,true,18612,true,1073664,true,6686720,10104,10104,7.623036,10104,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00422,0,has_resource_directory|has_security_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,114688,6.884493,114688,false,true,ok,332,1155683993,783,0x10b,2,0,5,|||.rsrc|.yP,110592,114688,false,0,true,96,true,41800,true,208960,6968,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00423,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,2448384,4.868016,2448384,false,true,ok,34404,1706156055,34,0x20b,2,33120,7,.text|.rdata|.data|.pdata|_RDATA|.rsrc|.reloc,2447360,2448384,false,0,true,300,true,952168,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00424,1,no_import_directory|has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,19047640,7.990360,19047640,false,true,ok,34404,2970328946,34,0x20b,2,34144,2,.text|.rsrc,19035136,19035648,false,0,false,0,true,20008,true,19035648,11992,11992,7.605603,11992,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00425,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,17408,5.357090,17408,false,true,ok,332,3353435059,258,0x10b,2,34144,3,.text|.rsrc|.reloc,16896,17408,false,0,true,79,true,1380,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00426,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,552816,6.440216,552816,false,true,ok,332,1721199552,33166,0x10b,2,0,9,.text|.itext|.data|.bss|.idata|.tls|.rdata|.reloc|.rsrc,526848,527872,false,0,true,28554,true,96632,true,527872,24944,24944,7.632069,24944,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00427,1,has_security_directory|overlay_present|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,356768,6.168326,356768,false,true,ok,34404,1741875760,8226,0x20b,2,352,9,.text|.rdata|.data|.pdata|.fptable|.retplne|.tls|_RDATA|.reloc,352256,353280,false,0,true,60,false,0,true,353280,3488,3488,7.133324,3488,false,0,,0,false,true,12264,false,,0,,true,,,
