review_batch_rank,review_category,review_priority_rank,loop57_error_type,label,review_tags,content_evidence_fields,source_exists,source_size_bytes,source_sha256_match,source_sha256_actual,file_entropy,file_entropy_bytes,file_entropy_truncated,mz_signature,pe_parse_status,pe_machine,pe_timestamp,pe_characteristics,pe_optional_magic,pe_subsystem,pe_dll_characteristics,pe_number_of_sections,pe_section_names,pe_section_raw_size_total,pe_section_raw_end_max,pe_has_export_directory,pe_export_directory_size,pe_has_import_directory,pe_import_directory_size,pe_has_resource_directory,pe_resource_directory_size,pe_has_security_directory,pe_security_directory_file_offset,pe_security_directory_size,overlay_size,overlay_entropy,overlay_entropy_bytes,overlay_entropy_truncated,overlay_after_security_size,overlay_after_security_entropy,overlay_after_security_entropy_bytes,overlay_after_security_entropy_truncated,cache_exists,cache_size_bytes,duplicate_manifest_sha_group,manifest_duplicate_group_id,manifest_duplicate_group_size,manifest_duplicate_group_focus_rows,objective_issue_count,objective_issue_flags,identity_columns_are_not_evidence,model_score_columns_are_not_verdict_evidence,source_path,cache_path,source_sha256,sample_index,split,loop57_final_prob,loop57_base_prob,loop57_candidate_prob,loop57_gate_prob,loop39_corrected_by_any_compared_model,manual_label_verdict,manual_verdict_note,recommended_action,loop95_wave_id,loop95_wave_row_number,loop95_intake_row_number,loop96_blind_review_id
,f_persistent_fp,,FP,0,has_resource_directory|has_security_directory|high_file_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,672768,true,8940c062ad313eedbc6ecf736300a5ae0ff072b6856ec87d3853f98c2261bda4,7.929740,672768,false,true,ok,332,1518149409,259,0x10b,2,0,3,|.petite|,671744,672768,false,0,true,753,true,41400,true,1654784,13416,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\8940c062ad313eedbc6ecf736300a5ae0ff072b6856ec87d3853f98c2261bda4.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\abcf763392d051d2e9c599e418b45e8d_38672ba0.npz,8940c062ad313eedbc6ecf736300a5ae0ff072b6856ec87d3853f98c2261bda4,115988,test,0.5746182203,0.5746182203,0.5099999905,0.6334114671,,,,,9,75,1675,blind-00516
,e_persistent_fn,,FN,1,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,83224,true,85297ab0f181a7890d4f8c82e61177ec3ac9d88c164ca48049b4f1096a1c4a0e,6.518361,83224,false,true,ok,332,1726234521,258,0x10b,2,33088,5,.text|.rdata|.data|.rsrc|.reloc,70656,71680,false,0,true,60,true,480,true,71680,11544,11544,7.547158,11544,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2026-02\2026-02-23\85297ab0f181a7890d4f8c82e61177ec3ac9d88c164ca48049b4f1096a1c4a0e.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\588ac719cacf5253638280f08ea5d854_38672ba0.npz,85297ab0f181a7890d4f8c82e61177ec3ac9d88c164ca48049b4f1096a1c4a0e,135661,test,0.0601266548,0.0601266548,0.3400000036,0.3562365472,,,,,4,62,662,blind-00517
,d_loop57_new_error,,FP,0,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,285760,true,020cc7f74cce5b28bace85ecc131558c1d18cb9b5d2e465362c3a6cb784fee9f,7.679812,285760,false,true,ok,332,1532461793,258,0x10b,2,33088,3,UPX0|UPX1|.rsrc,267264,268288,false,0,true,856,true,37172,false,0,0,17472,7.466322,17472,false,17472,7.466322,17472,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\020cc7f74cce5b28bace85ecc131558c1d18cb9b5d2e465362c3a6cb784fee9f.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\8cdd6cc9f8fe62a8e1cc5667ab0eec27_38672ba0.npz,020cc7f74cce5b28bace85ecc131558c1d18cb9b5d2e465362c3a6cb784fee9f,57977,test,0.6633333564,0.2403998971,0.6633333564,0.9546413422,,,,,10,18,1818,blind-00518
,f_persistent_fp,,FP,0,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,5744720,true,ba73e9fcd8ac2a02d6cbccca55b1c4c241ec74f2f5651a8d15913bcf1dddc1d5,7.967684,5744720,false,true,ok,332,1539780221,259,0x10b,2,32768,9,        |        |        |        |.idata|.tls|.rsrc|.themida|.boot,5728256,5729280,false,0,true,528,true,157456,false,0,0,15440,7.353705,15440,false,15440,7.353705,15440,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\ba73e9fcd8ac2a02d6cbccca55b1c4c241ec74f2f5651a8d15913bcf1dddc1d5.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\cffde1a69127d1320ec33ed8df19bf4d_38672ba0.npz,ba73e9fcd8ac2a02d6cbccca55b1c4c241ec74f2f5651a8d15913bcf1dddc1d5,105551,test,0.8450322151,0.8450322151,0.6800000072,0.3722966611,,,,,7,95,1295,blind-00519
,f_persistent_fp,,FP,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,249400,true,9efba18c79fa70516280ae692641fdf2669d929a1ac9896271dc72162b3a5c64,6.362758,249400,false,true,ok,332,1422411792,258,0x10b,2,33088,5,.text|.rdata|.data|.rsrc|.reloc,240640,241664,false,0,true,120,true,220752,true,241664,7736,7736,7.293253,7736,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\9efba18c79fa70516280ae692641fdf2669d929a1ac9896271dc72162b3a5c64,E:\Project\python\Axon_v2.6Exp\data\.cache\40c7b4042c662cd8365d08ccc8d02408_38672ba0.npz,9efba18c79fa70516280ae692641fdf2669d929a1ac9896271dc72162b3a5c64,70068,test,0.6187316775,0.6187316775,0.3799999952,0.5897151828,,,,,9,8,1608,blind-00520
,f_persistent_fp,,FP,0,,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1391616,true,fd6e2f020deea1446e0fa93a85e16133fee05cf5471a0ec34ef6bbb547c04572,6.223163,1391616,false,true,ok,332,1735963125,8450,0x10b,2,320,4,.text|.rdata|.data|.reloc,1390592,1391616,true,112,true,80,false,0,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\FD6E2F020DEEA1446E0FA93A85E16133FEE05CF5471A0EC34EF6BBB547C04572,E:\Project\python\Axon_v2.6Exp\data\.cache\6a9fd8354f9d335d4632c15e5ce8f4ed_38672ba0.npz,fd6e2f020deea1446e0fa93a85e16133fee05cf5471a0ec34ef6bbb547c04572,109652,test,0.8917362690,0.8917362690,0.5233333111,0.0196258947,,,,,5,158,958,blind-00521
,f_persistent_fp,,FP,0,has_resource_directory,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,23040,true,e7fd05c8546443a7dc89ffa59f0e2c3645eac70f3d72568ce6a6d25a013efc6a,5.936406,23040,false,true,ok,332,1415263008,258,0x10b,1,0,7,.text|.rdata|.data|PAGE|INIT|.rsrc|.reloc,22016,23040,false,0,true,80,true,1008,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\e7fd05c8546443a7dc89ffa59f0e2c3645eac70f3d72568ce6a6d25a013efc6a,E:\Project\python\Axon_v2.6Exp\data\.cache\985b8427b9a3712cc65ff39bd2562f76_38672ba0.npz,e7fd05c8546443a7dc89ffa59f0e2c3645eac70f3d72568ce6a6d25a013efc6a,122000,test,0.7427871823,0.7427871823,0.7933333516,0.3599323034,,,,,8,31,1431,blind-00522
,e_persistent_fn,,FN,1,has_resource_directory,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,156160,true,721c33cb680d5a4e6db89e24cfded8a29d1aad02a78ac8fc26d512b34513999c,6.169027,156160,false,true,ok,34404,1769777294,34,0x20b,2,33120,7,.text|.data|.pdata|.idata|.fptable|.rsrc|.reloc,155136,156160,true,94,true,80,true,2552,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2026-03\2026-03-09\721c33cb680d5a4e6db89e24cfded8a29d1aad02a78ac8fc26d512b34513999c.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\953b39ea6285932020c2aae7dc68e4db_38672ba0.npz,721c33cb680d5a4e6db89e24cfded8a29d1aad02a78ac8fc26d512b34513999c,82207,test,0.4987373352,0.4987373352,0.3433333337,0.6822484732,,,,,7,85,1285,blind-00523
,c_high_conflict_persistent_error,,FP,0,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,136674,true,02cda55caa935c5a3bf1ca751457c87c801bb406dfbf018f66b245a374a0d269,7.683623,136674,false,true,ok,332,1289139643,258,0x10b,2,34112,3,.text|.rsrc|.reloc,41472,41984,false,0,true,79,true,36752,false,0,0,94690,7.923214,94690,false,94690,7.923214,94690,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\02cda55caa935c5a3bf1ca751457c87c801bb406dfbf018f66b245a374a0d269.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\e4581a8f2b560d663e74038f4ab9cee8_38672ba0.npz,02cda55caa935c5a3bf1ca751457c87c801bb406dfbf018f66b245a374a0d269,49355,test,0.9988859892,0.9988859892,0.9100000262,0.0898810029,True,,,,1,164,164,blind-00524
,e_persistent_fn,,FN,1,overlay_present|overlay_after_security_present|many_sections,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,38414,true,c86f342f050784bf7e06504e2665a30321f4452d4bfca80ba6ca36e3b6f5c6d7,6.038284,38414,false,true,ok,332,0,8974,0x10b,3,0,10,.text|.data|.rdata|/4|.bss|.edata|.idata|.CRT|.tls|.reloc,37376,38400,true,176,true,1592,false,0,false,0,0,14,3.093069,14,false,14,3.093069,14,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2021-04\2021-04-03\c86f342f050784bf7e06504e2665a30321f4452d4bfca80ba6ca36e3b6f5c6d7.dll,E:\Project\python\Axon_v2.6Exp\data\.cache\1842e66cae45fac0e3320251b49bf241_38672ba0.npz,c86f342f050784bf7e06504e2665a30321f4452d4bfca80ba6ca36e3b6f5c6d7,117995,test,0.1755310595,0.1755310595,0.3199999928,0.6643317938,,,,,6,44,1044,blind-00525
,e_persistent_fn,,FN,1,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,491224,true,3c8d7b6c7a37fb489c3d62b4427c3c09b5b8f3797a02d0465d4828c9812a62eb,6.887294,491224,false,true,ok,34404,1755196067,34,0x20b,2,49504,6,.text|.rdata|.data|.pdata|.rsrc|.reloc,475136,476160,true,204,true,160,true,305701,true,476160,15064,15064,7.556618,15064,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2026-02\2026-02-21\3c8d7b6c7a37fb489c3d62b4427c3c09b5b8f3797a02d0465d4828c9812a62eb.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\0b29651ace7772ba7d63a3c7156f1cf2_38672ba0.npz,3c8d7b6c7a37fb489c3d62b4427c3c09b5b8f3797a02d0465d4828c9812a62eb,185794,test,0.0803737864,0.0803737864,0.0766666681,0.1367044598,,,,,4,118,718,blind-00526
,f_persistent_fp,,FP,0,has_resource_directory,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,34453504,true,d7d1bb99ae0b249a2ae8e59c062a0b00c6bb846b46623eb6348d406eaccaa1ab,6.403392,34453504,false,true,ok,34404,1736412468,34,0x20b,2,33120,6,.text|.rdata|.data|.pdata|.rsrc|.reloc,34452480,34453504,false,0,true,560,true,29208,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\D7D1BB99AE0B249A2AE8E59C062A0B00C6BB846B46623EB6348D406EACCAA1AB,E:\Project\python\Axon_v2.6Exp\data\.cache\cf158d9ddc4fb9ae964711298b315998_38672ba0.npz,d7d1bb99ae0b249a2ae8e59c062a0b00c6bb846b46623eb6348d406eaccaa1ab,133480,test,0.6932047009,0.6932047009,0.5433333516,0.2806698382,,,,,8,99,1499,blind-00527
,c_high_conflict_persistent_error,,FP,0,has_resource_directory,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,16896,true,f86cd232611cd0f8fe7925c03220b99154646d2681af4d79a3b4db590db80259,5.343968,16896,false,true,ok,332,3317650531,34,0x10b,2,34144,3,.text|.rsrc|.reloc,16384,16896,false,0,true,79,true,1468,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\F86CD232611CD0F8FE7925C03220B99154646D2681AF4D79A3B4DB590DB80259,E:\Project\python\Axon_v2.6Exp\data\.cache\87cc9f558ad08da7fdc0ff530d714aa0_38672ba0.npz,f86cd232611cd0f8fe7925c03220b99154646d2681af4d79a3b4db590db80259,96793,test,0.9973888397,0.9973888397,0.8666666746,0.0265637245,False,,,,2,16,216,blind-00528
,e_persistent_fn,,FN,1,overlay_present|overlay_after_security_present|many_sections,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,47325,true,5e598a27d04ed49f406c5ff1656c6f99c92972c89012342136e0e361742270e0,4.607059,47325,false,true,ok,34404,1758901869,8230,0x20b,2,352,18,.text|.data|.rdata|/4|.pdata|.xdata|.bss|.edata|.idata|.tls|.reloc|/14|/29|/41|/55|/67|/80|/91,23040,24576,true,85,true,1528,false,0,false,0,0,22749,3.804816,22749,false,22749,3.804816,22749,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2025-10\2025-10-01\5e598a27d04ed49f406c5ff1656c6f99c92972c89012342136e0e361742270e0.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\f788ba19feb3dbdb24cbe77d965fc122_38672ba0.npz,5e598a27d04ed49f406c5ff1656c6f99c92972c89012342136e0e361742270e0,100948,test,0.0735501125,0.0735501125,0.4199999869,0.5944904685,,,,,4,94,694,blind-00529
,f_persistent_fp,,FP,0,no_import_directory|has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1980040,true,2bab103223ba193cdc2b65d5725847d823a12877d6cc63e39321cc0912afa940,7.589569,1980040,false,true,ok,34404,1736441949,34,0x20b,2,34144,2,.text|.rsrc,1959936,1960448,false,0,false,0,true,119028,true,1960448,19592,19592,7.495606,19592,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\2BAB103223BA193CDC2B65D5725847D823A12877D6CC63E39321CC0912AFA940,E:\Project\python\Axon_v2.6Exp\data\.cache\2ac3c3410bbfecb35119271e286c3146_38672ba0.npz,2bab103223ba193cdc2b65d5725847d823a12877d6cc63e39321cc0912afa940,142311,test,0.8648555875,0.8648555875,0.3799999952,0.0342262797,,,,,5,193,993,blind-00530
,c_high_conflict_persistent_error,,FP,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,5504872,true,95f7d92645cd041ba53237cbaeafc88e33c51bc0f4fdc1fdcfbe956d59e6aa41,6.973315,5504872,false,true,ok,332,1727335060,33166,0x10b,2,0,10,.text|.itext|.data|.bss|.idata|.edata|.tls|.rdata|.reloc|.rsrc,5478912,5479936,true,78,true,123278,true,2963468,true,5479936,24936,24936,7.637213,24936,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\95f7d92645cd041ba53237cbaeafc88e33c51bc0f4fdc1fdcfbe956d59e6aa41,E:\Project\python\Axon_v2.6Exp\data\.cache\50f130892cef468cd85a62f0ce113418_38672ba0.npz,95f7d92645cd041ba53237cbaeafc88e33c51bc0f4fdc1fdcfbe956d59e6aa41,167177,test,0.9931608438,0.9931608438,0.7200000286,0.0378251933,False,,,,2,74,274,blind-00531
,d_loop57_new_error,,FP,0,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,7535808,true,58c1222753705994e12f75b5ad0a81837761e6373170a549436ff30a2bdd6800,2.494253,7535808,false,true,ok,332,1389388234,258,0x10b,2,33088,7,.text|.rdata|.data|.rsrc|.reloc|.enigma1|.enigma2,7527936,7528960,false,0,true,5180,true,5697052,false,0,0,6848,7.443356,6848,false,6848,7.443356,6848,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\58c1222753705994e12f75b5ad0a81837761e6373170a549436ff30a2bdd6800.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\2dea8b9b1bbe837a1ca425368c5100d0_38672ba0.npz,58c1222753705994e12f75b5ad0a81837761e6373170a549436ff30a2bdd6800,90500,test,0.6966666579,0.4682129025,0.6966666579,0.9821410179,,,,,10,3,1803,blind-00532
,c_high_conflict_persistent_error,,FP,0,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,188637260,true,f5a2b073c17dd23fdf6eb9820f43af55c5d5de93bb2dc21320318e9c9e577733,7.986109,67108864,true,true,ok,332,1658151735,290,0x10b,2,33088,5,.text|.rdata|.data|.rsrc|.reloc,3220480,3221504,false,0,true,40,true,156596,false,0,0,185415756,7.999885,67108864,true,185415756,7.999885,67108864,true,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\f5a2b073c17dd23fdf6eb9820f43af55c5d5de93bb2dc21320318e9c9e577733,E:\Project\python\Axon_v2.6Exp\data\.cache\94088ade3a3ae6891ec93dac500edda9_38672ba0.npz,f5a2b073c17dd23fdf6eb9820f43af55c5d5de93bb2dc21320318e9c9e577733,163406,test,0.9994578958,0.9994578958,0.8566666842,0.0796432048,False,,,,1,130,130,blind-00533
,f_persistent_fp,,FP,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,797504,true,ae35e8185ed8c48ceea86f5b2f51d843227fafb3f9d6ee6b6e0f990cece0c63b,6.547508,797504,false,true,ok,332,1387250617,259,0x10b,2,32768,4,.text|.rdata|.data|.rsrc,790016,791040,false,0,true,320,true,26900,true,791040,6464,6464,7.391879,6464,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\AE35E8185ED8C48CEEA86F5B2F51D843227FAFB3F9D6EE6B6E0F990CECE0C63B,E:\Project\python\Axon_v2.6Exp\data\.cache\22e6c5b76815ab955b74ab8739d73f16_38672ba0.npz,ae35e8185ed8c48ceea86f5b2f51d843227fafb3f9d6ee6b6e0f990cece0c63b,46629,test,0.6467955112,0.6467955112,0.4799999893,0.6234503984,,,,,8,165,1565,blind-00534
,c_high_conflict_persistent_error,,FP,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,5297768,true,adc0601eb2cd4e1af2d6c5ee97c2f0ef30be497ec98ad9b964d07a8d618f8483,6.923338,5297768,false,true,ok,34404,0,34,0x20b,2,33120,16,.text|.rdata|.data|.pdata|.xdata|/4|/19|/32|/46|/65|/78|/90|.idata|.rsrc|.reloc|.symtab,5285888,5287424,false,0,true,1364,true,356696,true,5287424,10344,10344,7.635491,10344,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\adc0601eb2cd4e1af2d6c5ee97c2f0ef30be497ec98ad9b964d07a8d618f8483,E:\Project\python\Axon_v2.6Exp\data\.cache\6ae6dc452904aa2132adb0afa84f65f1_38672ba0.npz,adc0601eb2cd4e1af2d6c5ee97c2f0ef30be497ec98ad9b964d07a8d618f8483,60864,test,0.9889504910,0.9889504910,0.8433333039,0.0641029254,False,,,,3,41,441,blind-00535
